MUNICIPALITY_NAME,points,geometry
SQ125,POINT (8.45 45.25),"MULTIPOLYGON (((8.499863515623094 45.29747230167599, 8.5 45.29757999553297, 8.5 45.2973358869836, 8.499863515623094 45.29747230167599)), ((8.499941341593376 45.292065445327395, 8.499889999794997 45.29205805535905, 8.499610576232298 45.29199667468934, 8.499482227062714 45.29197980163786, 8.498994593032725 45.29195272957482, 8.49894927683343 45.29194320526264, 8.498915858872317 45.291861289319144, 8.498413262956799 45.291885322476766, 8.498524045409575 45.29210975646003, 8.49985732029648 45.29283505392484, 8.499966160848869 45.292892392750396, 8.5 45.29292033614235, 8.5 45.29206670637684, 8.499941341593376 45.292065445327395)))"
SQ145,POINT (8.55 45.95),"POLYGON ((8.587013519630018 45.917642666499184, 8.600000000000001 45.92665429747532, 8.600000000000001 45.900000000000006, 8.563234324806825 45.900000000000006, 8.587013519630018 45.917642666499184))"
SQ146,POINT (8.55 45.85),"POLYGON ((8.555945063583808 45.80003876954189, 8.556099929733573 45.800183381989534, 8.556254751041823 45.80033698571616, 8.556460710675388 45.80053129975474, 8.556725900821105 45.80076183688379, 8.556927109474737 45.80094713096837, 8.557113985548819 45.80111435880513, 8.557300577608212 45.801317587894594, 8.55746494952049 45.80148473695218, 8.557657906901365 45.801696999763514, 8.557926680488132 45.80188254460424, 8.55813754837936 45.80206787389062, 8.558369115477385 45.80228027578135, 8.558618485009262 45.80247924496986, 8.558870327505296 45.80277273912361, 8.559102006794776 45.8029716389399, 8.559306732255939 45.80312093967744, 8.559546718526649 45.80328836829881, 8.559788053768127 45.80348731292744, 8.560017953566158 45.803708705659766, 8.560255968890997 45.803921137493326, 8.560542350218212 45.80412024486133, 8.560988604287136 45.80444597513396, 8.561409443508241 45.804731103119636, 8.561794861924295 45.80502060303237, 8.56214623392183 45.80534596480364, 8.562385908243714 45.805553889163555, 8.562733222819247 45.80578022631274, 8.56305050348539 45.805938951608766, 8.56337572383377 45.80611119834583, 8.563967942484217 45.80649597881855, 8.565115509443059 45.807251889162885, 8.57105393700626 45.80989793758403, 8.57343329693372 45.81095988530996, 8.577436808543753 45.81277933737258, 8.579978483196717 45.813900261570105, 8.582292197523888 45.81496630099856, 8.582895399083467 45.815418527699464, 8.587734877594055 45.819828331352284, 8.593288106307757 45.82422246799901, 8.59765322071572 45.82767609804494, 8.597507834321316 45.831113778045335, 8.597397603983906 45.83368752981803, 8.597183990495223 45.838772058473076, 8.59605540830869 45.84170674436698, 8.595845568716507 45.84223252850493, 8.595830551829986 45.84225047659021, 8.582073666911498 45.85867484579843, 8.565140584756639 45.87822356491841, 8.563999658504258 45.87954014617306, 8.55209253969925 45.891733496431655, 8.563234324806814 45.9, 8.600000000000001 45.9, 8.600000000000001 45.800000000000004, 8.55591929697643 45.800000000000004, 8.555945063583808 45.80003876954189))"
SQ147,POINT (8.55 45.75),"POLYGON ((8.599765049993778 45.72736734146279, 8.598475355521634 45.72777685216218, 8.597013495887639 45.728221744266584, 8.596309542572772 45.728489282510616, 8.59563600752332 45.72877042523593, 8.594994594725678 45.72905167785109, 8.593910168885092 45.72972288692521, 8.592825095771394 45.73047959070101, 8.591964052944663 45.73135409446831, 8.591571963283995 45.73180723261754, 8.591240653179062 45.73229658994801, 8.590930222490302 45.73278602103572, 8.590343313356938 45.7337334996008, 8.58989730479419 45.73474448622848, 8.589629864991004 45.73528357211234, 8.589433178243839 45.73581391082592, 8.589263998878835 45.73631734574263, 8.589101177114303 45.736829803996216, 8.588963828187689 45.737373856296365, 8.588916892624813 45.73763921001051, 8.588317581306589 45.740481293207004, 8.588180990948748 45.74070131958922, 8.587864059312786 45.74119071820613, 8.58754036349419 45.74172509527824, 8.587467228377053 45.741837340717, 8.58734703109145 45.74201242144869, 8.58723014619136 45.74217401287848, 8.58698837337592 45.74249266605746, 8.586868272755643 45.742654245479294, 8.586782213937962 45.74277544448694, 8.586699434850273 45.74288765453444, 8.58660507534789 45.74304482640369, 8.586414847579498 45.743345663299706, 8.586302578337605 45.743534272719984, 8.58608761230373 45.74392052664583, 8.585941363439426 45.744140515230164, 8.585817809513443 45.744333583629064, 8.585700715587144 45.744522174935824, 8.585604710309042 45.744683840344166, 8.585507197488223 45.74483199906728, 8.585383873732201 45.74499356517113, 8.585344874878533 45.74505192853969, 8.585320538038829 45.74508334285, 8.581085681293695 45.74966727736803, 8.58102578316442 45.74972556258635, 8.580913920774282 45.74985565414753, 8.580797114752558 45.75000373795072, 8.580584737642884 45.75025047904054, 8.580479314196747 45.75038060280193, 8.58037213551101 45.750528712506195, 8.580255178851935 45.75069479667496, 8.580109104579222 45.75088777594769, 8.579297052593652 45.752023364797004, 8.579220842270866 45.75211309157987, 8.579062106790117 45.75227902061028, 8.578885442296507 45.75247638593222, 8.578767276342134 45.752588450613324, 8.57860508682936 45.75278586885693, 8.578517353438004 45.752911555624685, 8.578478409629497 45.752960916032514, 8.578345282053117 45.753140439628055, 8.577946275612057 45.75362499739842, 8.577784046247848 45.75382691466454, 8.57763472811796 45.75401986968278, 8.577474035723993 45.754230792916324, 8.577324613452193 45.75443725724028, 8.57728071008769 45.75450460035744, 8.577147473077918 45.754697614212574, 8.576895856140284 45.755029710029675, 8.57661028080021 45.75538868165309, 8.57646755341182 45.75555916667502, 8.57632487213321 45.755725142315434, 8.576002425720372 45.75607047454216, 8.57522837657072 45.75704867063329, 8.571348733589236 45.76164252872254, 8.570613692574348 45.76233281571276, 8.569390982856735 45.763520810254995, 8.56931491405957 45.76358802897663, 8.569000693424561 45.763897360092336, 8.568877661068186 45.76400940497247, 8.568662288083045 45.76421560875278, 8.568518218640401 45.76434557526615, 8.568366124084518 45.764475511278064, 8.568217300326785 45.76459645872204, 8.568011810606396 45.76477119607447, 8.567869484678074 45.76488316690392, 8.567714345995753 45.76499058871627, 8.567450357919355 45.7652461102059, 8.566969884392778 45.76564032198601, 8.566646133607302 45.76593160895723, 8.566566843220997 45.76599881360305, 8.56505272311239 45.76722165801744, 8.563952412239756 45.76814452909005, 8.56382940835245 45.76825206820414, 8.563677384675008 45.768368497083806, 8.559155669980479 45.77076784119431, 8.558942658605861 45.7708705273248, 8.558810264225562 45.77094202188239, 8.558672846468793 45.771040499023094, 8.558349576602312 45.77125976737702, 8.55789064649922 45.77155951637265, 8.557457456937431 45.7718548628563, 8.557196841373825 45.77207887093352, 8.557130440830939 45.772141618560354, 8.557024872984476 45.77227621099458, 8.556946742122689 45.77239741765783, 8.556735976680082 45.77282413395308, 8.556665574872678 45.77298587359525, 8.556598517930826 45.77312961574894, 8.55650682271323 45.77334077655332, 8.55643944377517 45.77352502954946, 8.556360502042802 45.773749740796276, 8.556296194898726 45.77395199803955, 8.556204639954299 45.774145157698875, 8.556121467245529 45.77429334630086, 8.55609853043041 45.77434726144129, 8.55601347655941 45.77453144548356, 8.555946630294898 45.77464819491214, 8.55586045498358 45.77476936951869, 8.55575957228908 45.77492198035063, 8.555657104086873 45.77507009357059, 8.555536914157981 45.77522263811157, 8.555403910027978 45.775370632306775, 8.555279074293518 45.77550065672438, 8.555133206587373 45.775648600527944, 8.554966137687266 45.77583246438866, 8.554826448774572 45.776011934329226, 8.554711221270605 45.77614648690018, 8.554568494305538 45.77630344291232, 8.554289779006558 45.7765768775044, 8.554030341871865 45.7768503866526, 8.55374165120312 45.77716428411427, 8.553595667346082 45.7773257265155, 8.553446274509755 45.777509657161254, 8.553330837858933 45.77767120959849, 8.553246044400082 45.77781938968237, 8.553245972523209 45.777828390104354, 8.553232966037541 45.77784634065316, 8.553162439852963 45.77802157856571, 8.553111302427338 45.778183391211904, 8.553041304688902 45.7784936326369, 8.553022431637425 45.778642070387036, 8.553020287038224 45.778912083043146, 8.55300777336838 45.77906954635919, 8.552943881769698 45.779420314717335, 8.552939335285547 45.779586809885316, 8.552952403771993 45.77976236567005, 8.552977123164826 45.77988847218391, 8.552992244069356 45.78001004078812, 8.553006920647432 45.780185611845596, 8.553008204911244 45.78022612001662, 8.55305440559594 45.78048281167361, 8.553084119008137 45.780788951653676, 8.553110051649906 45.7809645577006, 8.553150360816252 45.781153730009756, 8.553178009541087 45.78131585069584, 8.553183147180778 45.781477883340564, 8.553167106829047 45.781675826947726, 8.553138225717365 45.78186922897856, 8.553115956022522 45.78204015511345, 8.553120710974483 45.782251681071585, 8.553127780069472 45.78237321811527, 8.553173332744532 45.78250840670361, 8.553178976921576 45.78280994307199, 8.55319154347449 45.783048510631986, 8.553158523813524 45.78335890546501, 8.553089010195148 45.78360614367603, 8.552990636425761 45.7838442772356, 8.552824652984132 45.78409114680693, 8.5526504710887 45.78435598541348, 8.552510393284699 45.78458044519966, 8.55243384365542 45.78490417028589, 8.552457700288548 45.785340788274006, 8.552529714470923 45.785786595524776, 8.55258141353497 45.786160326627424, 8.552631289259168 45.786561043610284, 8.552732792076542 45.786939460929275, 8.552814627054037 45.78716479845902, 8.552939041588791 45.78749380144157, 8.553077547911172 45.78787237217117, 8.553125422158706 45.78812006931454, 8.553299510642393 45.78907931412446, 8.553356137295337 45.78943955389675, 8.553378080365349 45.789714151549205, 8.553335323614562 45.790033508694705, 8.55337942215664 45.79035319634421, 8.553403248471493 45.79059180757829, 8.553392237118407 45.79096528386717, 8.553360893682639 45.79126668420007, 8.553363606583664 45.7913023555063, 8.55337253736646 45.7914197413047, 8.55346401798089 45.791645106894, 8.553780622706517 45.792078367467305, 8.554288668516962 45.79270588869583, 8.55471378858724 45.793247578001356, 8.55473597768061 45.793490673793386, 8.554600533724994 45.79414268603294, 8.554385441987929 45.79530292562465, 8.554553816230175 45.79637914478474, 8.554651392659268 45.79685205150443, 8.554834928927738 45.79804533777935, 8.55488914548909 45.79830656845698, 8.554973899978696 45.79857240937676, 8.55511200754517 45.7988024642934, 8.555272598828473 45.799037097882355, 8.555374286931368 45.799195005348885, 8.555573210179492 45.79946579033176, 8.55571471817356 45.79967335603794, 8.555813120276497 45.79984024198625, 8.555919296976427 45.8, 8.600000000000001 45.8, 8.600000000000001 45.72729752295121, 8.599765049993778 45.72736734146279))"
